qKfz(t)(1);Statusflag;qKfz(t)(2);Statusflag;qKfz(t)(3);Statusflag;qPkw(t)(1);Statusflag;qPkw(t)(2);Statusflag;qPkw(t)(3);Statusflag;qLkw(t)(1);Statusflag;qLkw(t)(2);Statusflag;qLkw(t)(3);Statusflag;vKfz(t)(1);Statusflag;vKfz(t)(2);Statusflag;vKfz(t)(3);Statusflag;vPkw(t)(1);Statusflag;vPkw(t)(2);Statusflag;vPkw(t)(3);Statusflag;vLkw(t)(1);Statusflag;vLkw(t)(2);Statusflag;vLkw(t)(3);Statusflag;vgKfz(t)(1);Statusflag;vgKfz(t)(2);Statusflag;vgKfz(t)(3);Statusflag;b(t)(1);Statusflag;b(t)(2);Statusflag;b(t)(3);Statusflag;tNetto(t)(1);Statusflag;tNetto(t)(2);Statusflag;tNetto(t)(3);Statusflag
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
3521;1 Intp ;-2;0 Fehl Impl ;3521;1;3068;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;3068;1 nErf ;453;1 Intp ;-2;0 Fehl Impl ;453;1;172;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;172;1 nErf ;181;1 Intp ;-2;0 Fehl Impl ;181;1;112;1 Intp ;-2;0 Fehl Impl ;112;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;86;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;17;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;34;1
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
3300;1 Intp ;-2;0 Fehl Impl ;3300;1;3188;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;3188;1 nErf ;112;1 Intp ;-2;0 Fehl Impl ;112;1;84;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;84;1 nErf ;83;1 Intp ;-2;0 Fehl Impl ;83;1;103;1 Intp ;-2;0 Fehl Impl ;103;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;84;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;44;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
307;1 Intp ;-2;0 Fehl Impl ;307;1;145;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;145;1 nErf ;162;1 Intp ;-2;0 Fehl Impl ;162;1;124;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;124;1 nErf ;171;1 Intp ;-2;0 Fehl Impl ;171;1;82;1 Intp ;-2;0 Fehl Impl ;82;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;79;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;3;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
1109;1 Intp ;-2;0 Fehl Impl ;1109;1;829;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;829;1 nErf ;280;1 Intp ;-2;0 Fehl Impl ;280;1;71;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;71;1 nErf ;62;1 Intp ;-2;0 Fehl Impl ;62;1;98;1 Intp ;-2;0 Fehl Impl ;98;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;31;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;26;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;49;1
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
1824;1 Intp ;-2;0 Fehl Impl ;1824;1;1818;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;1818;1 nErf ;6;1 Intp ;-2;0 Fehl Impl ;6;1;50;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;50;1 nErf ;50;1 Intp ;-2;0 Fehl Impl ;50;1;111;1 Intp ;-2;0 Fehl Impl ;111;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;33;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
1550;1 Intp ;-2;0 Fehl Impl ;1550;1;1443;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;1443;1 nErf ;107;1 Intp ;-2;0 Fehl Impl ;107;1;18;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;18;1 nErf ;18;1 Intp ;-2;0 Fehl Impl ;18;1;12;1 Intp ;-2;0 Fehl Impl ;12;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;80;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;9;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
3366;1 Intp ;-2;0 Fehl Impl ;3366;1;2896;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;2896;1 nErf ;470;1 Intp ;-2;0 Fehl Impl ;470;1;93;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;93;1 nErf ;93;1 Intp ;-2;0 Fehl Impl ;93;1;91;1 Intp ;-2;0 Fehl Impl ;91;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;18;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;19;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
2918;1 Intp ;-2;0 Fehl Impl ;2918;1;2715;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;2715;1 nErf ;203;1 Intp ;-2;0 Fehl Impl ;203;1;15;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;15;1 nErf ;15;1 Intp ;-2;0 Fehl Impl ;15;1;18;1 Intp ;-2;0 Fehl Impl ;18;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;5;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
4360;1 Intp ;-2;0 Fehl Impl ;4360;1;4013;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;4013;1 nErf ;347;1 Intp ;-2;0 Fehl Impl ;347;1;133;1 Intp nErf ;-3;0 Fehl Impl nErm nErf ;133;1 nErf ;142;1 Intp ;-2;0 Fehl Impl ;142;1;33;1 Intp ;-2;0 Fehl Impl ;33;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;19;1;-2;0 Fehl Impl ;-2;0 Fehl Impl ;58;1
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-3;0 Fehl Impl nErm nErf ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl ;-2;0 Fehl Impl 
